id;gender;masterCategory;subCategory;articleType;baseColour;season;year;usage;productDisplayName;Price;description 
48781;Women;Accessories;Jewellery;Pendant;Silver;Summer;2012;Casual;Lucera Women Silver Pendant;$99;Elegant silver earring adorned with sparkling pink heart-shaped gemstones and a cascade of clear crystals. The curved design adds a graceful, feminine touch, perfect for special occasions or adding a hint of sophistication to everyday outfits. A stunning accessory that combines charm and elegance.
44970;Men;Accessories;Watches;Watches;White;Winter;2016;Casual;Maxima Men White Dial Analog Chronograph Watch;$75;Men's analog wristwatch with a sturdy stainless steel case and a wide brown leather strap for a rugged yet stylish look. The white dial features day, date, and 24-hour sub-dials, adding functionality to its classic design. Ideal for everyday wear, blending sophistication with a touch of masculinity.
56489;Women;Personal Care;Nails;Nail Polish;Bronze;Spring;2017;NA;Streetwear Ash Nail Polish # 31;$65;Street Wear quick-dry nail polish in a chic, neutral shade, designed to dry in just 60 seconds. Perfect for an on-the-go lifestyle, offering a smooth application and long-lasting finish. Ideal for adding a touch of elegance to your look with minimal wait time.
39524;Unisex;Accessories;Bags;Laptop Bag;Orange;Summer;2012;Casual;Peter England Unisex Orange Sleeve Bag;$35;Stylish laptop bag in vibrant orange with black accents, made from durable fabric for everyday protection. Features a spacious main compartment for laptops, an exterior zippered pocket for quick access, and an adjustable shoulder strap for comfortable carrying. Ideal for professionals and students looking to add a pop of color to their work or study essentials.
33822;Men;Footwear;Shoes;Sports Shoes;White;Summer;2012;Sports;Puma Men Axis White & Grey Sports Shoes;$20;Sporty running shoes in white, gray, and red, featuring a breathable mesh upper for ventilation and synthetic overlays for added support. Designed with a cushioned insole and durable rubber outsole, these shoes provide excellent grip and comfort for high-performance activities. Perfect for running, training, or casual wear, combining style and functionality.
58513;Women;Apparel;Topwear;Tops;Off White;Summer;2012;Casual;Tonga Women Maroon Top;$15;Women's V-neck top with a soft pink base and bold red leaf print, crafted from lightweight fabric for breathability. The gathered side details and short, tasseled sleeves add a unique, stylish touch, making it perfect for casual outings or summer wear. This top blends comfort with a chic, feminine design.
25947;Women;Accessories;Scarves;Scarves;Brown;Summer;2012;Casual;Femella Women Brown Scarf;$39;Rustic, earthy-toned scarf with subtle blue and brown hues, crafted from a soft, woven fabric for warmth and style. Featuring fringed edges, this scarf adds a touch of natural elegance and texture to any outfit. Ideal for cooler weather, it combines comfort with a vintage-inspired look, perfect for both casual and semi-formal occasions.
52029;Unisex;Apparel;Topwear;Rain Jacket;Coffee Brown;Summer;2012;NA;Just Natural Unisex Charcoal Rain Jacket;$70;Men's hooded windbreaker jacket in dark green with bold red accents along the chest and sleeves. Made from durable, water-resistant material, this jacket is designed to withstand wind and light rain, making it ideal for outdoor activities. The adjustable hood and secure front zipper offer added protection and warmth, ensuring comfort in various weather conditions. Perfect for hiking, camping, or everyday casual wear with a sporty touch.
5865;Men;Apparel;Topwear;Tshirts;Black;Summer;2011;Casual;ADIDAS Men's Twelve Faster T-shirt;$85;Men's black graphic t-shirt featuring a bold, multi-panel design in shades of red and gray. Made from soft, breathable cotton, this shirt combines comfort with a stylish, sporty look. Perfect for casual outings or adding a touch of personality to everyday wear.
39716;Women;Apparel;Dress;Dresses;Blue;Summer;2012;Casual;Arrow Woman Women Blue Dress;$65;Elegant long-sleeve wrap dress in royal blue, made from soft, lightweight fabric. Features a flattering V-neckline and a slim black belt to accentuate the waist, creating a sophisticated silhouette. Perfect for both casual and semi-formal occasions, adding a touch of chic style to any wardrobe.
21180;Men;Footwear;Flip Flops;Flip Flops;Black;Summer;2011;Casual;ADIDAS Men Adi Cells Black Flip Flops;$55;Casual flip-flops with a black footbed featuring a blue hexagonal pattern and matching blue straps. Lightweight and comfortable, these flip-flops are perfect for beach days or casual outings, offering a relaxed style with a touch of modern design
11940;Men;Footwear;Sandal;Sandals;Black;Summer;2011;Casual;Ganuchi Men Casual Black Sandals;$99;Black leather thong sandals, crafted for a minimalist and sleek look. Made with durable material and cushioned footbed for all-day comfort, perfect for casual wear and versatile styling. Ideal for warm-weather outings with a touch of elegance
55802;Women;Apparel;Loungewear and Nightwear;Night suits;White;Summer;2017;Casual;SDL by Sweet Dreams Women Green Printed Night Suit S11-3124;$75;White sleeveless top made of lightweight, breathable fabric, featuring a vibrant green and red butterfly print on the chest. Perfect for casual wear in warm weather, offering a comfortable and fresh look with a touch of playful style.
29584;Men;Apparel;Topwear;Tshirts;Black;Summer;2012;Casual;Indigo Nation Men Printed Black T-shirt;$65;Men's black cotton t-shirt, comfortable and sweat-absorbent. Designed with a vintage newspaper print motif, perfect for a casual yet stylish and distinctive look.
